Date,Open,High,Low,Close,Adj Close,Volume,Company
2021-03-25,124.59847259521484,127.38050079345703,124.06309509277344,127.21797180175781,113.9696044921875,5809484,IBM
2021-03-26,127.42829895019531,130.47801208496094,127.26577758789062,130.38241577148438,116.80451202392578,5823710,IBM
2021-03-29,130.0,131.0420684814453,129.55067443847656,129.88528442382812,116.3591537475586,4835344,IBM
2021-03-30,129.88528442382812,130.27725219726562,128.12619018554688,128.79541015625,115.38276672363281,5010758,IBM
2021-03-31,128.62332153320312,128.78585815429688,126.8738021850586,127.39962005615234,114.13233947753906,5172575,IBM
2021-04-01,127.87763214111328,128.04014587402344,126.45315551757812,127.37093353271484,114.10664367675781,4261404,IBM
2021-04-05,127.76290893554688,130.67877197265625,127.53346252441406,129.9521942138672,116.4190902709961,5722980,IBM
2021-04-06,129.61758422851562,129.67495727539062,128.193115234375,128.31739807128906,114.95453643798828,3787566,IBM
2021-04-07,127.95410919189453,129.0057373046875,127.8967514038086,128.9961700439453,115.5626220703125,3112896,IBM
2021-04-08,128.65200805664062,129.66539001464844,128.26004028320312,129.17782592773438,115.72537231445312,4275211,IBM
2021-04-09,128.93881225585938,129.7705535888672,128.78585815429688,129.76100158691406,116.24781036376953,3162999,IBM
2021-04-12,129.08221435546875,129.4168243408203,127.96366882324219,128.67112731933594,115.27143859863281,3926684,IBM
2021-04-13,127.15105438232422,127.74378967285156,124.64627075195312,125.41108703613281,112.35087585449219,8403041,IBM
2021-04-14,125.53536987304688,126.94072723388672,124.78011322021484,126.79732513427734,113.59276580810547,6137928,IBM
2021-04-15,127.41873931884766,127.98279571533203,126.40535736083984,126.74951934814453,113.5499267578125,4062664,IBM
2021-04-16,127.15105438232422,128.2026824951172,127.1032485961914,127.71510314941406,114.41497039794922,5535223,IBM
2021-04-19,127.72466278076172,127.93498992919922,126.74951934814453,127.26577758789062,114.0124282836914,8575736,IBM
2021-04-20,131.0420684814453,133.62332153320312,130.68833923339844,132.08413696289062,118.32901763916016,16192708,IBM
2021-04-21,131.988525390625,137.4091796875,131.65391540527344,137.23709106445312,122.94534301757812,12456814,IBM
2021-04-22,137.3804931640625,138.374755859375,134.7992401123047,135.06692504882812,121.00117492675781,7428064,IBM
2021-04-23,135.09559631347656,137.29444885253906,134.75143432617188,136.16635131835938,121.98612213134766,4765576,IBM
2021-04-26,136.1567840576172,137.31358337402344,135.2581329345703,135.3441619873047,121.2495346069336,4927497,IBM
2021-04-27,135.45889282226562,136.29063415527344,134.5602264404297,135.7648162841797,121.62638854980469,4062664,IBM
2021-04-28,136.63479614257812,137.09368896484375,135.85086059570312,136.71128845214844,122.47430419921875,3941433,IBM
2021-04-29,137.7915802001953,142.1988525390625,136.69215393066406,137.89674377441406,123.53630065917969,4554179,IBM
2021-04-30,137.3804931640625,137.50477600097656,134.3690185546875,135.64053344726562,121.51505279541016,9280321,IBM
2021-05-03,137.48565673828125,139.34034729003906,137.23709106445312,138.3843231201172,123.97312927246094,5997241,IBM
2021-05-04,138.0592803955078,140.14340209960938,137.9827880859375,139.34034729003906,124.8295669555664,6642623,IBM
2021-05-05,139.52198791503906,139.52198791503906,138.5946502685547,138.83364868164062,124.37565612792969,5229895,IBM
2021-05-06,138.87188720703125,141.97897338867188,138.79541015625,141.89292907714844,127.1163330078125,7848661,IBM
2021-05-07,139.50286865234375,139.71319580078125,138.2122344970703,139.06309509277344,125.97314453125,7325661,IBM
2021-05-10,139.3881378173828,141.8546905517578,139.3881378173828,139.7418670654297,126.58804321289062,7304636,IBM
2021-05-11,138.61376953125,138.8049774169922,136.6156768798828,137.87762451171875,124.89927673339844,7454214,IBM
2021-05-12,137.51434326171875,137.81069946289062,134.93307495117188,135.08604431152344,122.37046813964844,6233742,IBM
2021-05-13,135.2294464111328,138.52772521972656,135.06692504882812,137.829833984375,124.85598754882812,4807207,IBM
2021-05-14,138.72848510742188,139.28298950195312,137.62905883789062,138.31739807128906,125.29763793945312,2873780,IBM
2021-05-17,138.08795166015625,139.3881378173828,137.9827880859375,138.72848510742188,125.6700439453125,4471755,IBM
2021-05-18,138.41299438476562,138.91014099121094,136.93116760253906,137.58126831054688,124.63081359863281,4000009,IBM
2021-05-19,136.06118774414062,136.90248107910156,134.72274780273438,136.89292907714844,124.00727844238281,4498532,IBM
2021-05-20,136.8260040283203,138.53729248046875,135.90821838378906,137.55258178710938,124.6048355102539,4301675,IBM
2021-05-21,137.93499755859375,139.29254150390625,137.93499755859375,138.374755859375,125.349609375,4219041,IBM
2021-05-24,138.68069458007812,138.9961700439453,137.83938598632812,138.3556365966797,125.33231353759766,3449290,IBM
2021-05-25,138.54684448242188,138.62332153320312,136.90248107910156,137.46653747558594,124.5268783569336,4118311,IBM
2021-05-26,137.18930053710938,137.65774536132812,136.74952697753906,137.07456970214844,124.17182159423828,3225655,IBM
2021-05-27,137.49522399902344,138.4034423828125,137.31358337402344,137.49522399902344,124.55288696289062,5889294,IBM
2021-05-28,137.86807250976562,137.9827880859375,137.1797332763672,137.41873168945312,124.48356628417969,2651192,IBM
2021-06-01,138.62332153320312,139.4168243408203,137.4282989501953,137.8489532470703,124.87330627441406,2528705,IBM
2021-06-02,138.26004028320312,139.34034729003906,137.7724609375,139.31166076660156,126.19833374023438,2915097,IBM
2021-06-03,138.53729248046875,139.46463012695312,137.70555114746094,139.14913940429688,126.05110168457031,4320608,IBM
2021-06-04,139.579345703125,141.06118774414062,139.3498992919922,140.93690490722656,127.67058563232422,3261323,IBM
2021-06-07,141.06118774414062,142.1988525390625,140.69789123535156,141.51051330566406,128.19020080566406,3621984,IBM
2021-06-08,141.6061248779297,143.5946502685547,141.6061248779297,142.51434326171875,129.0995635986328,5313785,IBM
2021-06-09,142.47610473632812,144.4263916015625,142.27532958984375,144.04397583007812,130.4851837158203,5547252,IBM
2021-06-10,144.8087921142578,146.11854553222656,143.1739959716797,143.91969299316406,130.37261962890625,4977391,IBM
2021-06-11,143.8145294189453,145.17208862304688,143.75717163085938,144.6271514892578,131.01348876953125,3596462,IBM
2021-06-14,144.08221435546875,144.3881378173828,142.12237548828125,143.43212890625,129.9309539794922,3498661,IBM
2021-06-15,143.26004028320312,143.31739807128906,142.06500244140625,142.7915802001953,129.35067749023438,2628912,IBM
2021-06-16,143.1739959716797,143.1739959716797,140.74569702148438,141.32887268066406,128.02565002441406,4057329,IBM
2021-06-17,141.06118774414062,141.5487518310547,138.89100646972656,139.1969451904297,126.09442138671875,4568300,IBM
2021-06-18,138.12619018554688,138.31739807128906,136.74952697753906,136.8260040283203,123.94666290283203,9577699,IBM
2021-06-21,137.7724609375,140.602294921875,137.72467041015625,140.2007598876953,127.00373077392578,4482633,IBM
2021-06-22,140.07647705078125,140.35372924804688,138.9579315185547,139.92352294921875,126.75257873535156,2549102,IBM
2021-06-23,139.9904327392578,140.05735778808594,138.2122344970703,138.25047302246094,125.23703002929688,3349920,IBM
2021-06-24,139.3881378173828,139.76100158691406,138.32696533203125,139.04397583007812,125.95584106445312,3775746,IBM
2021-06-25,138.9866180419922,140.46844482421875,138.57553100585938,140.38241577148438,127.16828155517578,3759533,IBM
2021-06-28,140.54493713378906,140.82217407226562,138.53729248046875,138.90057373046875,125.82594299316406,4067789,IBM
2021-06-29,138.87188720703125,140.28680419921875,138.71893310546875,139.14913940429688,126.05110168457031,2540211,IBM
2021-06-30,138.7476043701172,140.46844482421875,138.34608459472656,140.14340209960938,126.9517822265625,3394375,IBM
2021-07-01,140.49713134765625,141.0133819580078,140.12428283691406,140.38241577148438,127.16828155517578,2809661,IBM
2021-07-02,140.44932556152344,140.48757934570312,133.32696533203125,133.86233520507812,121.2619400024414,17584515,IBM
2021-07-06,133.83364868164062,134.24473571777344,131.07073974609375,132.67686462402344,120.18807220458984,8466010,IBM
2021-07-07,132.65774536132812,134.15870666503906,132.65774536132812,133.67112731933594,121.0887451171875,4246446,IBM
2021-07-08,131.72084045410156,135.09559631347656,131.6061248779297,134.55067443847656,121.88549041748047,5739820,IBM
2021-07-09,135.2294464111328,135.73614501953125,134.64627075195312,135.29637145996094,122.56098937988281,4083689,IBM
2021-07-12,135.2103271484375,135.71701049804688,133.9579315185547,134.72274780273438,122.04137420654297,3496360,IBM
2021-07-13,134.72274780273438,134.72274780273438,133.48948669433594,134.11090087890625,121.48712158203125,3309858,IBM
2021-07-14,134.53155517578125,134.5602264404297,132.8202667236328,133.67112731933594,121.0887451171875,4606061,IBM
2021-07-15,133.193115234375,134.28298950195312,132.69598388671875,134.27342224121094,121.63433837890625,3807126,IBM
2021-07-16,134.7992401123047,134.7992401123047,132.49522399902344,132.7915802001953,120.29198455810547,4298328,IBM
2021-07-19,130.44932556152344,132.3996124267578,130.21987915039062,131.8546905517578,119.44327545166016,8977086,IBM
2021-07-20,136.71128845214844,138.54684448242188,132.6003875732422,133.8145294189453,121.21863555908203,14237838,IBM
2021-07-21,133.8145294189453,135.17208862304688,133.50860595703125,135.08604431152344,122.37046813964844,5024984,IBM
2021-07-22,135.43020629882812,135.5736083984375,134.2351837158203,134.52198791503906,121.85950469970703,3466653,IBM
2021-07-23,134.76100158691406,135.46844482421875,134.15870666503906,135.12428283691406,122.40511322021484,4680013,IBM
2021-07-26,135.17208862304688,136.71128845214844,134.92352294921875,136.49139404296875,123.6435317993164,4441630,IBM
2021-07-27,136.26194763183594,137.32313537597656,135.3728485107422,136.47227478027344,123.62621307373047,3281302,IBM
2021-07-28,136.72084045410156,136.806884765625,135.4110870361328,135.53536987304688,122.77748107910156,2660815,IBM
2021-07-29,136.07073974609375,136.67303466796875,135.3728485107422,135.68833923339844,122.91606903076172,2793761,IBM
2021-07-30,135.29637145996094,135.6118621826172,134.5984649658203,134.76100158691406,122.07601928710938,3698238,IBM
2021-08-02,135.2294464111328,136.76864624023438,134.82791137695312,135.2007598876953,122.4743881225586,3064257,IBM
2021-08-03,135.65965270996094,138.33651733398438,135.420654296875,137.73422241210938,124.76937866210938,4272596,IBM
2021-08-04,137.47610473632812,137.83938598632812,136.20458984375,136.48184204101562,123.6348876953125,2960285,IBM
2021-08-05,136.73995971679688,137.10325622558594,135.965576171875,136.49139404296875,123.6435317993164,2884240,IBM
2021-08-06,136.71128845214844,138.04014587402344,136.6061248779297,137.7533416748047,124.78668975830078,4002833,IBM
2021-08-09,135.9464569091797,136.2332763671875,134.7705535888672,135.03823852539062,123.73550415039062,5129689,IBM
2021-08-10,135.0,135.5736083984375,134.1682586669922,135.1625213623047,123.8493881225586,5543695,IBM
2021-08-11,135.54493713378906,136.49139404296875,135.27725219726562,135.87954711914062,124.50639343261719,4455960,IBM
2021-08-12,136.0038299560547,136.8546905517578,135.8317413330078,136.7781982421875,125.32981872558594,2184780,IBM
2021-08-13,136.3671112060547,137.26577758789062,136.1759033203125,136.88336181640625,125.42619323730469,1997965,IBM
2021-08-16,136.93116760253906,137.41873168945312,135.9751434326172,137.27532958984375,125.78536224365234,2913319,IBM
2021-08-17,136.71128845214844,136.86424255371094,134.88528442382812,136.1567840576172,124.76041412353516,3215195,IBM
2021-08-18,135.4397735595703,135.67877197265625,133.26004028320312,133.33651733398438,122.17620849609375,3672192,IBM
2021-08-19,132.5908203125,133.31739807128906,131.1759033203125,131.95028686523438,120.90599822998047,4351465,IBM
2021-08-20,131.68260192871094,133.25047302246094,131.2332763671875,132.9923553466797,121.8608627319336,2780059,IBM
2021-08-23,133.47991943359375,133.9866180419922,132.69598388671875,133.47991943359375,122.3076171875,3179422,IBM
2021-08-24,133.6328887939453,134.06309509277344,133.193115234375,133.69024658203125,122.50033569335938,2474418,IBM
2021-08-25,133.7667236328125,134.6080322265625,133.32696533203125,133.70936584472656,122.51786041259766,2105389,IBM
2021-08-26,133.8145294189453,134.6080322265625,132.6099395751953,132.67686462402344,121.57177734375,2613640,IBM
2021-08-27,132.6099395751953,133.4512481689453,132.31358337402344,133.27915954589844,122.12364959716797,2572637,IBM
2021-08-30,133.36520385742188,133.72848510742188,132.71510314941406,132.85850524902344,121.73819732666016,2087293,IBM
2021-08-31,133.4034423828125,134.7418670654297,132.83938598632812,134.1682586669922,122.93833923339844,4429915,IBM
2021-09-01,133.8240966796875,133.91014099121094,133.06883239746094,133.1739959716797,122.02729797363281,2588327,IBM
2021-09-02,133.57553100585938,133.89100646972656,132.91586303710938,133.85276794433594,122.64926147460938,2840413,IBM
2021-09-03,133.53729248046875,134.29254150390625,133.1739959716797,133.44168090820312,122.2725830078125,2009575,IBM
2021-09-07,133.50860595703125,133.64244079589844,131.70172119140625,131.988525390625,120.94104766845703,3436110,IBM
2021-09-08,132.06500244140625,132.97323608398438,131.5487518310547,132.5717010498047,121.47540283203125,3122728,IBM
2021-09-09,131.7877655029297,132.8489532470703,131.51051330566406,131.68260192871094,120.66073608398438,3669682,IBM
2021-09-10,132.71510314941406,133.2409210205078,130.9751434326172,130.9942626953125,120.02999114990234,4157955,IBM
2021-09-13,132.31358337402344,132.87762451171875,131.46270751953125,132.07456970214844,121.01991271972656,4334729,IBM
2021-09-14,132.31358337402344,132.47610473632812,129.3881378173828,130.2294464111328,119.32919311523438,4659198,IBM
2021-09-15,130.2294464111328,131.73995971679688,129.70362854003906,131.16635131835938,120.18768310546875,3403579,IBM
2021-09-16,131.24282836914062,131.88336181640625,129.7418670654297,130.43020629882812,119.51315307617188,2765624,IBM
2021-09-17,129.78012084960938,129.94264221191406,129.11090087890625,129.28298950195312,118.46195983886719,5890340,IBM
2021-09-20,128.011474609375,129.2351837158203,126.94072723388672,128.4034423828125,117.65603637695312,4990152,IBM
2021-09-21,129.1682586669922,129.68450927734375,127.09368896484375,127.12236785888672,116.48219299316406,4261927,IBM
2021-09-22,127.83938598632812,129.4168243408203,127.60037994384766,128.70936584472656,117.93635559082031,3767901,IBM
2021-09-23,129.30210876464844,131.37667846679688,129.09178161621094,130.71701049804688,119.77595520019531,3151807,IBM
2021-09-24,131.0038299560547,132.3900604248047,130.73614501953125,131.44358825683594,120.44171905517578,3100762,IBM
2021-09-27,131.89292907714844,132.95411682128906,131.4340362548828,132.46653747558594,121.37905883789062,3459017,IBM
2021-09-28,133.04971313476562,133.54684448242188,131.1759033203125,131.42446899414062,120.42420196533203,4513072,IBM
2021-09-29,131.67303466796875,133.7762908935547,130.4397735595703,133.0592803955078,121.92216491699219,3947499,IBM
2021-09-30,133.8432159423828,134.3881378173828,132.4091796875,132.8202667236328,121.70318603515625,6090230,IBM
2021-10-01,134.7992401123047,137.6386260986328,134.1969451904297,137.0172119140625,125.54881286621094,6907889,IBM
2021-10-04,136.46270751953125,139.579345703125,136.08985900878906,137.7724609375,126.24087524414062,7689251,IBM
2021-10-05,138.3843231201172,138.62332153320312,136.3671112060547,136.8546905517578,125.3999252319336,7297524,IBM
2021-10-06,136.21414184570312,137.06500244140625,134.69407653808594,136.09942626953125,124.7078628540039,5573506,IBM
2021-10-07,136.45315551757812,137.09368896484375,135.30592346191406,135.5736083984375,124.22606658935547,3999695,IBM
2021-10-08,135.5736083984375,137.33270263671875,134.84703063964844,136.92160034179688,125.46121978759766,3902940,IBM
2021-10-11,137.18930053710938,137.74378967285156,136.13766479492188,136.16635131835938,124.76919555664062,2921792,IBM
2021-10-12,135.95602416992188,136.0420684814453,134.13002014160156,134.29254150390625,123.05220794677734,3293436,IBM
2021-10-13,134.34034729003906,135.1912078857422,133.51815795898438,134.56979370117188,123.30626678466797,3013003,IBM
2021-10-14,134.8374786376953,137.5908203125,134.8087921142578,137.08413696289062,125.61017608642578,4410668,IBM
2021-10-15,137.08413696289062,138.47991943359375,136.51051330566406,138.25047302246094,126.67886352539062,3371049,IBM
2021-10-18,137.66729736328125,138.5659637451172,135.52581787109375,136.06118774414062,124.67281341552734,6437189,IBM
2021-10-19,134.87571716308594,136.65391540527344,134.34034729003906,135.73614501953125,124.3749771118164,4539117,IBM
2021-10-20,135.44932556152344,135.9464569091797,134.51242065429688,135.65965270996094,124.30490112304688,6474008,IBM
2021-10-21,127.63862609863281,127.83938598632812,122.46653747558594,122.6864242553711,112.41753387451172,32913959,IBM
2021-10-22,122.41873931884766,124.52198791503906,121.04206848144531,122.25621032714844,112.02332305908203,12114981,IBM
2021-10-25,121.9216079711914,122.99235534667969,121.35755157470703,122.02677154541016,111.8130874633789,6667204,IBM
2021-10-26,121.91204833984375,122.65774536132812,121.18547058105469,121.53919982910156,111.36632537841797,8912861,IBM
2021-10-27,121.83556365966797,122.25621032714844,119.5124282836914,119.66539001464844,109.64936828613281,7294176,IBM
2021-10-28,119.66539001464844,120.75525665283203,119.13957977294922,120.30592346191406,110.23628997802734,6802138,IBM
2021-10-29,119.91395568847656,120.76481628417969,119.41682434082031,119.59847259521484,109.5880355834961,6188973,IBM
2021-11-01,119.55066680908203,120.75525665283203,118.39388275146484,120.72657775878906,110.62173461914062,6177153,IBM
2021-11-02,120.74569702148438,121.57743835449219,119.41682434082031,120.63097381591797,110.53412628173828,4722062,IBM
2021-11-03,120.67877960205078,121.6921615600586,120.15296173095703,121.53919982910156,111.36632537841797,5670784,IBM
2021-11-04,123.05000305175781,123.33999633789062,119.9000015258789,120.8499984741211,110.73481750488281,7208700,IBM
2021-11-05,121.43000030517578,123.7699966430664,121.43000030517578,123.61000061035156,113.26380157470703,6790500,IBM
2021-11-08,123.98999786376953,124.77999877929688,123.52999877929688,124.54000091552734,114.115966796875,5625300,IBM
2021-11-09,122.55999755859375,122.9000015258789,120.26000213623047,120.8499984741211,112.21248626708984,7236600,IBM
2021-11-10,121.0,122.43000030517578,119.93000030517578,120.22000122070312,111.62751007080078,6270300,IBM
2021-11-11,120.9000015258789,121.79000091552734,120.08000183105469,120.2699966430664,111.67393493652344,4643300,IBM
2021-11-12,120.0,120.63999938964844,118.77999877929688,118.95999908447266,110.45756530761719,5418300,IBM
2021-11-15,119.54000091552734,120.16000366210938,118.30999755859375,118.87000274658203,110.37400817871094,5046300,IBM
2021-11-16,118.91999816894531,119.9000015258789,118.41999816894531,118.45999908447266,109.9933090209961,4750800,IBM
2021-11-17,118.37999725341797,119.33000183105469,117.77999877929688,118.05999755859375,109.62189483642578,4043300,IBM
2021-11-18,118.36000061035156,118.36000061035156,116.30999755859375,116.66000366210938,108.32195281982422,5046900,IBM
2021-11-19,116.48999786376953,116.55999755859375,115.2699966430664,116.05000305175781,107.75555419921875,5380200,IBM
2021-11-22,116.0,118.80999755859375,115.19000244140625,116.47000122070312,108.14553833007812,6416200,IBM
2021-11-23,116.79000091552734,117.94000244140625,116.04000091552734,116.79000091552734,108.44266510009766,4912800,IBM
2021-11-24,116.16000366210938,117.2699966430664,116.08000183105469,116.7300033569336,108.38695526123047,3220800,IBM
2021-11-26,115.0,116.33999633789062,114.55999755859375,115.80999755859375,107.53271484375,3322000,IBM
2021-11-29,118.62000274658203,119.61000061035156,117.52999877929688,118.5,110.03045654296875,8949800,IBM
2021-11-30,117.5,119.23999786376953,116.44999694824219,117.0999984741211,108.73050689697266,9252700,IBM
2021-12-01,118.25,118.93000030517578,116.8499984741211,116.91999816894531,108.5633773803711,5958300,IBM
2021-12-02,117.37000274658203,117.9800033569336,116.55999755859375,116.9000015258789,108.5447998046875,5267100,IBM
2021-12-03,117.36000061035156,119.36000061035156,117.36000061035156,118.83999633789062,110.34614562988281,6630100,IBM
2021-12-06,119.4000015258789,121.1500015258789,119.4000015258789,119.91000366210938,111.33967590332031,4785600,IBM
2021-12-07,120.4800033569336,122.08000183105469,120.06999969482422,121.58000183105469,112.89030456542969,5194000,IBM
2021-12-08,122.0,123.37999725341797,121.5199966430664,123.0199966430664,114.22738647460938,5483900,IBM
2021-12-09,122.1500015258789,123.94999694824219,121.79000091552734,123.56999969482422,114.73808288574219,4601100,IBM
2021-12-10,124.30000305175781,125.33000183105469,123.36000061035156,124.08999633789062,115.22090148925781,4966900,IBM
2021-12-13,123.76000213623047,124.36000061035156,120.79000091552734,122.58000183105469,113.81883239746094,6847500,IBM
2021-12-14,122.3499984741211,125.02999877929688,122.30000305175781,123.76000213623047,114.91451263427734,5716100,IBM
2021-12-15,123.80000305175781,124.81999969482422,122.18000030517578,123.11000061035156,114.31095123291016,4990000,IBM
2021-12-16,123.51000213623047,126.63999938964844,123.4800033569336,125.93000030517578,116.92939758300781,7280500,IBM
2021-12-17,125.87000274658203,128.63999938964844,125.20999908447266,127.4000015258789,118.29434204101562,10379000,IBM
2021-12-20,125.72000122070312,127.19999694824219,124.69999694824219,127.05999755859375,117.97863006591797,4941400,IBM
2021-12-21,127.66000366210938,129.33999633789062,127.66000366210938,128.97000122070312,119.75212097167969,4856000,IBM
2021-12-22,129.05999755859375,129.7899932861328,127.5999984741211,129.75,120.47636413574219,3923200,IBM
2021-12-23,130.0,130.9600067138672,129.52000427246094,130.6300048828125,121.2934799194336,3649000,IBM
2021-12-27,130.6300048828125,131.64999389648438,129.9499969482422,131.6199951171875,122.21272277832031,4293900,IBM
2021-12-28,131.60000610351562,133.22000122070312,131.58999633789062,132.6300048828125,123.1505355834961,3445200,IBM
2021-12-29,132.39999389648438,134.2100067138672,132.3000030517578,133.35000610351562,123.8190689086914,4239900,IBM
2021-12-30,133.75,134.3699951171875,133.3300018310547,133.91000366210938,124.33905029296875,3158100,IBM
2021-01-04,222.52999877929688,223.0,214.80999755859375,217.69000244140625,212.8766632080078,37130100,MSFT
2021-01-05,217.25999450683594,218.52000427246094,215.6999969482422,217.89999389648438,213.08200073242188,23823000,MSFT
2021-01-06,212.1699981689453,216.49000549316406,211.94000244140625,212.25,207.5569305419922,35930700,MSFT
2021-01-07,214.0399932861328,219.33999633789062,213.7100067138672,218.2899932861328,213.46339416503906,27694500,MSFT
